budget,revenue,director,runtime,budget_adj,revenue_adj
6000000.0,6852450.0,Risa Bramon Garcia,101.0,7854317.07956593,8970219.17864526
12000000.0,39987822.37085297,Antonia Bird,100.0,15708634.159131799,51576847.19128109
75000000.0,29000000.0,Sam Weisman,90.0,98178963.4945741,37962532.551235296
10000000.0,39987822.37085297,Robert Altman,118.0,13090528.465943199,51576847.19128109
14682588.308751501,39987822.37085297,Chris Smith,107.0,17620113.079708613,51576847.19128109
15000000.0,39987822.37085297,Stephan Elliott,109.0,19635792.6989148,51576847.19128109
60000000.0,66976317.0,Luc Besson,148.0,78543170.7956593,87675538.4232537
35000000.0,39987822.37085297,Garry Marshall,130.0,45816849.6308012,51576847.19128109
14682588.308751501,39987822.37085297,Kenneth Johnson,100.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,LeVar Burton,82.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Donna Deitch,95.0,17620113.079708613,51576847.19128109
20000000.0,1531251.0,Graham Baker,95.0,26181056.931886397,2004488.4804003998
24000000.0,8434146.0,Ron Shelton,124.0,31417268.318263695,11040742.829892099
23000000.0,39987822.37085297,John Stephenson,91.0,30108215.4716694,51576847.19128109
14682588.308751501,39987822.37085297,John Henderson,139.0,17620113.079708613,51576847.19128109
1700000.0,1943649.0,Mark Illsley,98.0,2225389.83921034,2544339.2562302
14682588.308751501,39987822.37085297,George T. Miller,180.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Lawrence Jordan,114.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Lawrence Kasdan,112.0,17620113.079708613,51576847.19128109
38000000.0,635096.0,Ang Lee,138.0,49744008.1705842,831374.226660667
14682588.308751501,39987822.37085297,Anne Wheeler,101.0,17620113.079708613,51576847.19128109
3000000.0,3076820.0,Darren Stein,87.0,3927158.53978296,4027719.97945834
14682588.308751501,39987822.37085297,Louis Morneau,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mike Leigh,160.0,17620113.079708613,51576847.19128109
13000000.0,27500000.0,Andrew Fleming,94.0,17017687.0057261,35998953.281343795
14682588.308751501,4488529.0,Joel Schumacher,112.0,17620113.079708613,5875721.66447116
25000000.0,12000000.0,Richard Rich,87.0,32726321.164858002,15708634.159131799
14682588.308751501,39987822.37085297,Michael Vejar,94.0,17620113.079708613,51576847.19128109
14000000.0,39987822.37085297,Tony Goldwyn,107.0,18326739.8523205,51576847.19128109
10000000.0,39987822.37085297,Russell Mulcahy,103.0,13090528.465943199,51576847.19128109
14682588.308751501,39987822.37085297,Lloyd Kaufman,114.0,17620113.079708613,51576847.19128109
7000000.0,7292175.0,Michael Corrente,96.0,9163369.92616025,9545842.44161395
14682588.308751501,39987822.37085297,Alan Metter,87.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sanjay Leela Bhansali,188.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Kari Skogland,82.0,17620113.079708613,51576847.19128109
12000000.0,39987822.37085297,Alan Rudolph,110.0,15708634.159131799,51576847.19128109
14682588.308751501,39987822.37085297,Neil Jordan,100.0,17620113.079708613,51576847.19128109
14682588.308751501,239894.0,Michael Cristofer,106.0,17620113.079708613,314033.92358089803
14682588.308751501,39987822.37085297,Majid Majidi,90.0,17620113.079708613,51576847.19128109
4250000.0,39987822.37085297,Paul Weiland,33.0,5563474.59802587,51576847.19128109
2500000.0,39987822.37085297,Jack Sholder,96.0,3272632.1164857997,51576847.19128109
70000000.0,39987822.37085297,Hugh Wilson,77.0,91633699.2616025,51576847.19128109
14682588.308751501,39987822.37085297,Maurice Joyce,77.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Lynne Ramsay,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Keith Truesdell,65.0,17620113.079708613,51576847.19128109
450000.0,2049595.0,Jim Fall,89.0,589073.780967445,2683028.16911549
12000000.0,36450736.0,Bob Clark,97.0,15708634.159131799,47715939.7212581
14682588.308751501,39987822.37085297,Michael Lantieri,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jake Scott,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Simon Curtis,185.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Curt Geda|Dan Riba|Yukio Suzuki|Butch Lukic,132.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Duwayne Dunham,95.0,17620113.079708613,51576847.19128109
3800000.0,28200000.0,Damien O'Donnell,97.0,4974400.81705842,36915290.27395979
1.0,100.0,Jeff Pollack,95.0,1.30905284659432,130.905284659432
9210000.0,39987822.37085297,Tim Haines|Jasper James,180.0,12056376.717133699,51576847.19128109
14682588.308751501,39987822.37085297,Steve Boyum,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,David Steinberg,85.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Abbas Kiarostami,118.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Adrian Edmondson,89.0,17620113.079708613,51576847.19128109
12000000.0,21001563.0,Franco Zeffirelli,117.0,15708634.159131799,27492155.82808
14682588.308751501,39987822.37085297,Kenneth R. Koch,120.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Rocco Urbisci,65.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Gabriele Muccino,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jackie Chan,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jim Stenstrum,70.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Craig R. Baxley,257.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,David Lynch,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,John Mathew Matthan,162.0,17620113.079708613,51576847.19128109
93000000.0,871368364.0,Peter Jackson,178.0,114528394.85252701,1073079785.52895
125000000.0,976475550.0,Chris Columbus,152.0,153936014.58673,1202518036.06708
15000000.0,20117339.0,David Lynch,147.0,18472321.750407603,24774263.918001603
6000000.0,1270522.0,Richard Kelly,113.0,7388928.70016306,1564632.74499809
115000000.0,562816256.0,Lee Unkrich|David Silverman|Pete Docter,92.0,141621133.419792,693101531.1461201
100000000.0,235926552.0,Steven Spielberg,146.0,123148811.669384,290540745.200552
60000000.0,484409218.0,Andrew Adamson|Vicky Jenson,90.0,73889287.00163059,596544195.5839571
25000000.0,281929795.0,Sharon Maguire,97.0,30787202.917346,347193192.284431
85000000.0,450717150.0,Steven Soderbergh,116.0,104676489.918976,555052814.215116
140000000.0,449220945.0,Michael Bay,183.0,172408336.337138,553210255.537478
98000000.0,433013274.0,Stephen Sommers,130.0,120685835.435996,533250701.30169505
120000000.0,186053725.0,Gary Trousdale|Kirk Wise,95.0,147778574.003261,229122951.40412402
115000000.0,274703340.0,Simon West,100.0,141621133.419792,338293898.826108
60000000.0,313542341.0,Ron Howard,135.0,73889287.00163059,386123667.021868
30000000.0,287553595.0,J.B. Rogers,108.0,36944643.500815295,354118835.15509397
37000000.0,165335153.0,Garry Marshall,115.0,45565060.31767221,203608276.191258
52500000.0,179213434.0,Baz Luhrmann,127.0,64653126.12642671,220699214.322896
100000000.0,362211740.0,Tim Burton,119.0,123148811.669384,446059453.53699994
21000000.0,71441250.0,Wes Anderson,110.0,25861250.4505707,87979050.416754
53000000.0,83282296.0,Ted Demme,124.0,65268870.184773706,102561157.85497901
70000000.0,96976270.0,Jean-Jacques Annaud,131.0,86204168.168569,119425124.106293
92000000.0,172989651.0,Ridley Scott,144.0,113296906.735833,213034699.517515
18000000.0,141774679.0,Robert Luketic,96.0,22166786.100489102,174593832.436584
65000000.0,117487473.0,Brian Helgeland,132.0,80046727.58509979,144684426.859888
28000000.0,60780981.0,Ben Stiller,89.0,34481667.2674276,74851055.8224943
16000000.0,66468332.0,Joel Gallen,89.0,19703809.867101397,81854960.99446109
45000000.0,141220678.0,Keenen Ivory Wayans,83.0,55416965.2512229,173911586.788447
90000000.0,347325802.0,Brett Ratner,90.0,110833930.502445,427727597.784158
45000000.0,104876233.0,Antoine Fuqua,122.0,55416965.2512229,129153834.663114
17000000.0,209947037.0,Alejandro AmenÃ¡bar,101.0,20935297.9837953,258547281.20058197
25000000.0,80936232.0,John A. Davis,83.0,30787202.917346,99672007.917976
22000000.0,33788161.0,Kevin Smith,104.0,27092738.567264497,41609718.7564383
28000000.0,77516304.0,Peter Chelsom,90.0,34481667.2674276,95460407.2260274
60000000.0,93375151.0,Lawrence Guterman,87.0,73889287.00163059,114990388.85099299
68000000.0,203388341.0,Cameron Crowe,136.0,83741191.9351813,250470325.015575
14682588.308751501,39987822.37085297,Pete Docter|Roger Gould,4.0,17620113.079708613,51576847.19128109
25000000.0,64437847.0,Chris Nahon,98.0,30787202.917346,79354442.845836
92000000.0,143049560.0,Tony Scott,126.0,113296906.735833,176163833.238282
102000000.0,147080413.0,Dominic Sena,99.0,125611787.902772,181127780.807922
40000000.0,141069860.0,Bobby Farrelly|Peter Farrelly,114.0,49259524.667753704,173725856.213664
14682588.308751501,39987822.37085297,Owen Hurley,76.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Darrell Rooney|Jeannine Roussel,69.0,17620113.079708613,51576847.19128109
30000000.0,17833000.0,Peter Howitt,108.0,36944643.500815295,21961127.5850013
137000000.0,85131830.0,Hironobu Sakaguchi|Motonori Sakakibara,106.0,168713871.98705602,104838836.9974
14682588.308751501,3176880.0,Richard Linklater,99.0,17620113.079708613,3912289.96816233
42000000.0,35402320.0,Michael Cristofer,118.0,51722500.9011414,43597536.3833927
70000000.0,176104344.0,Steve Carr,87.0,86204168.168569,216870406.934164
40000000.0,91753202.0,John Moore,106.0,49259524.667753704,112992977.931609
10000000.0,59217789.0,Victor Salva,90.0,12314881.1669384,72926003.45038341
14682588.308751501,39987822.37085297,James Mangold,118.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Joe Roth,102.0,17620113.079708613,51576847.19128109
35000000.0,74558115.0,Albert Hughes|Allen Hughes,122.0,43102084.0842845,91817432.625593
72000000.0,27642707.0,Rod Lurie,131.0,88667144.4019567,34041665.1837497
60000000.0,105178561.0,Lee Tamahori,104.0,73889287.00163059,129526148.002458
3000000.0,18492362.0,Jay Chandrasekhar,100.0,3694464.35008153,22773124.0526008
35000000.0,94728529.0,Adam Shankman,103.0,43102084.0842845,116657057.77538799
48000000.0,85498534.0,Jerry Zucker,112.0,59111429.6013044,105290428.615744
19800000.0,87754044.0,Robert Altman,137.0,24383464.7105381,108068062.377828
11000000.0,16000000.0,James Isaac,91.0,13546369.283632198,19703809.867101397
57000000.0,147845033.0,Gore Verbinski,123.0,70194822.651549,182069401.251709
23000000.0,36642838.0,John Dahl,97.0,28324226.6839584,45125219.5589376
22000000.0,40270895.0,Jessie Nelson,132.0,27092738.567264497,49593128.6411255
14682588.308751501,39987822.37085297,Nick Hamm,102.0,17620113.079708613,51576847.19128109
17000000.0,39987822.37085297,Ringo Lam,100.0,20935297.9837953,51576847.19128109
14682588.308751501,39987822.37085297,Brent Maddock,104.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Harald Zwart,93.0,17620113.079708613,51576847.19128109
57000000.0,16991902.0,Stephen Herek,105.0,70194822.651549,20925325.3930263
14682588.308751501,39987822.37085297,Jamie Mitchell,70.0,17620113.079708613,51576847.19128109
48000000.0,50315140.0,Iain Softley,120.0,59111429.6013044,61962496.999787
23000000.0,39987822.37085297,Tony Goldwyn,97.0,28324226.6839584,51576847.19128109
14682588.308751501,637769.0,Paddy Breathnach,91.0,17620113.079708613,785404.944695715
50000000.0,100020092.0,Gary Fleder,113.0,61574405.834692106,123173554.728624
14682588.308751501,39987822.37085297,Steve Beck,91.0,17620113.079708613,51576847.19128109
21150000.0,39438674.0,Simon Wincer,92.0,26045973.668074697,48568258.369162396
11000000.0,13110448.0,Bill Paxton,100.0,13546369.283632198,16145360.916532502
14682588.308751501,39987822.37085297,Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,65.0,17620113.079708613,51576847.19128109
53000000.0,29700000.0,Luis Mandoki,102.0,65268870.184773706,36575197.065807104
18000000.0,39987822.37085297,Irwin Winkler,125.0,22166786.100489102,51576847.19128109
14682588.308751501,39987822.37085297,Lasse HallstrÃ¶m,111.0,17620113.079708613,51576847.19128109
31000000.0,24185781.0,Scott Hicks,101.0,38176131.6175091,29784501.8944597
14682588.308751501,39987822.37085297,Terry Zwigoff,111.0,17620113.079708613,51576847.19128109
30000000.0,23619609.0,Daniel Sackheim,106.0,36944643.500815295,29087267.8044549
60000000.0,56359980.0,John Herzfeld,120.0,73889287.00163059,69406645.6271026
14682588.308751501,16017403.0,Tim Blake Nelson,95.0,17620113.079708613,19725241.454796303
32000000.0,40222729.0,Brian Robbins,106.0,39407619.7342029,49533812.7844968
80000000.0,98376292.0,Ivan Reitman,101.0,98519049.33550741,121149234.56240301
10000000.0,39987822.37085297,Tommy O'Haver,87.0,12314881.1669384,51576847.19128109
35000000.0,39987822.37085297,David Mirkin,123.0,43102084.0842845,51576847.19128109
107000000.0,87713825.0,Michael Mann,157.0,131769228.486241,108018533.157263
14682588.308751501,125000000.0,Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To,705.0,17620113.079708613,153936014.58673
1500000.0,373967.0,Brad Anderson,100.0,1847232.17504076,460535.916535646
68000000.0,71069884.0,Frank Oz,124.0,83741191.9351813,87521717.60080992
4000000.0,44909486.0,Marc Forster,111.0,4925952.46677537,55305498.335828505
17700000.0,30987695.0,Dennie Gordon,91.0,21797339.665481,38160978.15623321
14682588.308751501,39987822.37085297,Charles Grosvenor,75.0,17620113.079708613,51576847.19128109
50000000.0,79958599.0,Andrzej Bartkowiak,101.0,61574405.834692106,98468064.4959882
21000000.0,28008462.0,John Boorman,109.0,25861250.4505707,34492088.119871005
40000000.0,65754228.0,Pat O'Connor,119.0,49259524.667753704,80975550.4043776
12000000.0,31155435.0,Jesse Dylan,93.0,14777857.4003261,38367547.9729274
14682588.308751501,39987822.37085297,Chris Weitz|Paul Weitz,87.0,17620113.079708613,51576847.19128109
11000000.0,23430766.0,Gregory Poirier,95.0,13546369.283632198,28854709.8940341
14682588.308751501,39987822.37085297,Petter NÃ¦ss,89.0,17620113.079708613,51576847.19128109
72000000.0,37317558.0,Frank Darabont,152.0,88667144.4019567,45956129.2210332
62000000.0,18720175.0,Demian Lichtenstein,125.0,76352263.2350183,23053673.0549291
14682588.308751501,39987822.37085297,Uli Edel,183.0,17620113.079708613,51576847.19128109
100000.0,490475.0,Richard Linklater,86.0,123148.811669384,604014.134035412
14682588.308751501,39987822.37085297,Chris Angel,89.0,17620113.079708613,51576847.19128109
45000000.0,39987822.37085297,Sam Weisman,94.0,55416965.2512229,51576847.19128109
2079000.0,4099000.0,Farhan Akhtar,183.0,2560263.7946065,5047869.79032806
28000000.0,14010832.0,John Carpenter,98.0,34481667.2674276,17254173.112993803
22000000.0,19351569.0,Dennis Dugan,90.0,27092738.567264497,23831227.2628809
14682588.308751501,39987822.37085297,Woody Allen,103.0,17620113.079708613,51576847.19128109
48000000.0,35743308.0,Penny Marshall,132.0,59111429.6013044,44017459.053327896
10000000.0,39987822.37085297,Jean de Segonzac,82.0,12314881.1669384,51576847.19128109
75000000.0,13596911.0,Bobby Farrelly|Peter Farrelly,95.0,92361608.75203821,16744434.320243802
14682588.308751501,39987822.37085297,Joel Coen,116.0,17620113.079708613,51576847.19128109
49000000.0,39987822.37085297,James Wong,87.0,60342917.71799829,51576847.19128109
15000000.0,39987822.37085297,Gregor Jordan,98.0,18472321.750407603,51576847.19128109
14000000.0,10424470.0,Mark Waters,86.0,17240833.6337138,12837610.9278314
14682588.308751501,15705007.0,Michael Apted,119.0,17620113.079708613,19340529.4930936
38000000.0,207283925.0,Rob Cohen,106.0,46796548.434365995,255267690.41915697
6000000.0,705308.0,Michel Gondry,96.0,7388928.70016306,868578.420609101
13000000.0,91038276.0,Thomas Carter,112.0,16009345.517019901,112112555.058294
14682588.308751501,39987822.37085297,Charles Shyer,118.0,17620113.079708613,51576847.19128109
14682588.308751501,480811.0,Larry Clark,113.0,17620113.079708613,592113.0328756829
14682588.308751501,39987822.37085297,Kari Skogland,93.0,17620113.079708613,51576847.19128109
1700000.0,39987822.37085297,Todd Field,130.0,2093529.79837953,51576847.19128109
35000000.0,147934180.0,Robert Rodriguez,88.0,43102084.0842845,182179184.722848
35000000.0,29400000.0,Sean Penn,123.0,43102084.0842845,36205750.630798995
14682588.308751501,39987822.37085297,John Cameron Mitchell,95.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Barry Skolnick,99.0,17620113.079708613,51576847.19128109
75000000.0,67631903.0,Barry Levinson,123.0,92361608.75203821,83287884.8538907
22000000.0,84772742.0,Luke Greenfield,84.0,27092738.567264497,104396624.392553
15000000.0,12000000.0,Brian Koppelman|David Levien,92.0,18472321.750407603,14777857.4003261
14682588.308751501,39987822.37085297,Josh Oreck,123.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jean-Marie PoirÃ©,88.0,17620113.079708613,51576847.19128109
13000000.0,16929123.0,John Stockwell,99.0,16009345.517019901,20848013.800548397
14682588.308751501,39987822.37085297,Erik SkjoldbjÃ¦rg,95.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf,85.0,17620113.079708613,51576847.19128109
94000000.0,54744738.0,Renny Harlin,116.0,115759882.969221,67417494.2985179
24000000.0,14782676.0,Brendan Malloy|Emmett Malloy,89.0,29555714.8006522,18204689.8269352
14682588.308751501,39987822.37085297,Patrice ChÃ©reau,119.0,17620113.079708613,51576847.19128109
500000.0,39987822.37085297,Lloyd Kaufman,109.0,615744.058346921,51576847.19128109
14682588.308751501,39987822.37085297,Peter Hewitt,88.0,17620113.079708613,51576847.19128109
35000000.0,13678913.0,Les Mayfield,94.0,43102084.0842845,16845418.8087889
87000000.0,351692268.0,Ridley Scott,131.0,107139466.152364,433104848.775106
75000000.0,54249294.0,Harold Becker,89.0,92361608.75203821,66807360.900030605
14682588.308751501,39987822.37085297,Tom McLoughlin,111.0,17620113.079708613,51576847.19128109
13000000.0,39987822.37085297,Jez Butterworth,93.0,16009345.517019901,51576847.19128109
10000000.0,44460850.0,Chuck Sheetz,83.0,12314881.1669384,54753008.4331074
14682588.308751501,39987822.37085297,Sandra Goldbacher,107.0,17620113.079708613,51576847.19128109
40000000.0,39987822.37085297,Gary Fleder,102.0,49259524.667753704,51576847.19128109
14682588.308751501,39987822.37085297,John Duigan,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Bill Bannerman,83.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ray Lawrence,121.0,17620113.079708613,51576847.19128109
1500000.0,39987822.37085297,Sam Irvin,90.0,1847232.17504076,51576847.19128109
14682588.308751501,39987822.37085297,Steve Miner,110.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Allan Arkush,91.0,17620113.079708613,51576847.19128109
14682588.308751501,741394.0,Gillian Armstrong,121.0,17620113.079708613,913017.900788115
14682588.308751501,39987822.37085297,David M. Evans,93.0,17620113.079708613,51576847.19128109
34000000.0,19693891.0,Mike Tollin,108.0,41870595.9675906,24252792.7379638
5000000.0,295206.0,David Wain,97.0,6157440.58346921,363542.68097672204
14682588.308751501,39987822.37085297,Jamie Blanks,96.0,17620113.079708613,51576847.19128109
7000000.0,39987822.37085297,Albert Pyun,92.0,8620416.8168569,51576847.19128109
35000000.0,39987822.37085297,David Mamet,107.0,43102084.0842845,51576847.19128109
14682588.308751501,39987822.37085297,Ariel Zeitoun|Julien Seri,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Brian Henson,174.0,17620113.079708613,51576847.19128109
1500000.0,416925.0,Henry Bean,98.0,1847232.17504076,513438.18305258
12000000.0,17292381.0,Tim Hill,86.0,14777857.4003261,21295361.710842397
75000000.0,5409517.0,Henry Selick,93.0,92361608.75203821,6661755.90255333
14682588.308751501,39987822.37085297,John Whitesell,94.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Todd Solondz,87.0,17620113.079708613,51576847.19128109
250000.0,4186931.0,Nicole Holofcener,91.0,307872.02917346,5156155.77191707
14682588.308751501,39987822.37085297,Billy Crystal,129.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Dick Lowry,177.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Louis C.K.,81.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,John Irvin,96.0,17620113.079708613,51576847.19128109
11000000.0,23978402.0,Rob Pritts,86.0,13546369.283632198,29529117.1203078
38000000.0,39987822.37085297,John Pasquin,99.0,46796548.434365995,51576847.19128109
14682588.308751501,39987822.37085297,David L. Cunningham,108.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Caroline Thompson,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Richard Eyre,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jon Avnet,177.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Gil Junger,95.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mark Joffe,97.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mike Nichols,99.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jim Stenstrum,75.0,17620113.079708613,51576847.19128109
93000000.0,368780809.0,Joe Johnston,92.0,114528394.85252701,454149183.948242
14682588.308751501,39987822.37085297,Tim Blake Nelson,108.0,17620113.079708613,51576847.19128109
22000000.0,39987822.37085297,Harry Elfont|Deborah Kaplan,98.0,27092738.567264497,51576847.19128109
57000000.0,62112895.0,John Madden,131.0,70194822.651549,76491292.0859524
14682588.308751501,39987822.37085297,Jonas McCord,109.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Sheldon Lettich,89.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Steve Rash,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mark Rydell,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Tom Green,87.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Matt Codd,96.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Vicky Jenson|Andrew Adamson,3.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Manny Coto,100.0,17620113.079708613,51576847.19128109
1000000.0,10013424.0,Charles Herman-Wurmfeld,97.0,1231488.11669384,12331412.6634169
14682588.308751501,39987822.37085297,Jan Harlan,141.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Steve Boyum,110.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Philippe Harel,119.0,17620113.079708613,51576847.19128109
40000000.0,27053815.0,Peter Hyams,104.0,49259524.667753704,33316451.6837336
7000000.0,3646994.0,Peter Bogdanovich,114.0,8620416.8168569,4491229.77265374
5000000.0,39987822.37085297,J.S. Cardone,90.0,6157440.58346921,51576847.19128109
14682588.308751501,39987822.37085297,Russell Mulcahy,92.0,17620113.079708613,51576847.19128109
700000.0,1667192.0,Michael Cuesta,97.0,862041.68168569,2053127.13624704
25000000.0,39987822.37085297,J.B. Rogers,95.0,30787202.917346,51576847.19128109
14682588.308751501,39987822.37085297,Blair Hayes,84.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Alastair Fothergill,400.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Frank Pierson,96.0,17620113.079708613,51576847.19128109
6000000.0,2025238.0,David Atkins,95.0,7388928.70016306,2494056.5304767997
11000000.0,13276953.0,Francine McDougall,81.0,13546369.283632198,16350409.8454026
14682588.308751501,39987822.37085297,Craig Shapiro,93.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,William R. Kowalchuk Jr.,74.0,17620113.079708613,51576847.19128109
10000000.0,7316658.0,Ernest R. Dickerson,96.0,12314881.1669384,9010377.38091294
14682588.308751501,39987822.37085297,Stacy Peralta,91.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Roman Coppola,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Alan Cumming|Jennifer Jason Leigh,115.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,YÄ±lmaz ErdoÄŸan,110.0,17620113.079708613,51576847.19128109
7000000.0,10229331.0,DJ Pooh,93.0,8620416.8168569,12597299.5682279
15000000.0,163169.0,Dick Maas,111.0,18472321.750407603,200940.68451281698
5000000.0,5476060.0,Jon Favreau,94.0,6157440.58346921,6743702.81630248
14682588.308751501,39987822.37085297,Stephen Carpenter,84.0,17620113.079708613,51576847.19128109
4800000.0,39987822.37085297,Stuart Gordon,95.0,5911142.96013044,51576847.19128109
14682588.308751501,39987822.37085297,Mariano Barroso,95.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Mary Lambert,81.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Guy Magar,82.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Steve Purcell,87.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jean-Paul SalomÃ©,97.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,LÃ©a Pool,103.0,17620113.079708613,51576847.19128109
16000000.0,29381649.0,John Singleton,130.0,19703809.867101397,36183151.592369504
14682588.308751501,39987822.37085297,Stuart Orme,150.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Jordan Melamed,100.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Abbas Alibhai Burmawalla|Mastan Alibhai Burmawalla,155.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Paul Hoen,86.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Ã‰tienne Chatiliez,108.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,George Gallo,88.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Thomas Riedelsheimer,90.0,17620113.079708613,51576847.19128109
14682588.308751501,39987822.37085297,Blair Treu,96.0,17620113.079708613,51576847.19128109
165000.0,39987822.37085297,Maurice Devereaux,99.0,203195.53925448397,51576847.19128109
185000000.0,1001921825.0,Christopher Nolan,152.0,187365527.254695,1014733032.48168
180000000.0,521311860.0,Andrew Stanton,98.0,182301594.08565,527977683.854196
140000000.0,585174222.0,Jon Favreau,126.0,141790128.733283,592656630.491278
25000000.0,226830568.0,Pierre Morel,93.0,25319665.8452291,229730967.409741
185000000.0,786636033.0,Steven Spielberg,122.0,187365527.254695,796694459.895067
37000000.0,392616625.0,Catherine Hardwicke,122.0,37473105.4509392,397636870.011266
200000000.0,586090727.0,Marc Forster,106.0,202557326.761833,593584854.505097
130000000.0,631744560.0,Mark Osborne|John Stevenson,90.0,131662262.39519098,639822446.349653
19000000.0,18755936.0,Sean Anders,109.0,19242946.042374104,18995761.285380103
52000000.0,609841637.0,Phyllida Lloyd,108.0,52664904.9580767,617639458.6939019
150000000.0,333932083.0,David Fincher,166.0,151917995.071375,338201950.26245296
145000000.0,401128639.0,Rob Cohen,112.0,146854061.902329,406257724.017262
150000000.0,163712074.0,Louis Leterrier,114.0,151917995.071375,165805400.340377
33000000.0,269958228.0,Clint Eastwood,116.0,33421958.915702503,273410085.005207
